Date,Open,High,Low,Close,Adj Close,Volume
2023-09-18,18069.039063,18114.820313,17894.810547,17930.550781,17930.550781,1691546500
2023-09-19,17942.070313,18004.740234,17832.300781,17997.169922,17997.169922,1778221800
2023-09-20,17939.250000,17995.380859,17833.199219,17885.599609,17885.599609,1657120100
2023-09-21,17795.800781,17823.820313,17623.869141,17655.410156,17655.410156,2046449600
2023-09-22,17578.259766,18078.689453,17573.810547,18057.449219,18057.449219,1924148900
2023-09-25,18046.890625,18046.890625,17722.490234,17729.289063,17729.289063,1552391300
2023-09-26,17661.849609,17718.179688,17379.439453,17466.900391,17466.900391,1909387100
2023-09-27,17472.109375,17655.310547,17472.109375,17611.869141,17611.869141,1571624300
2023-09-28,17587.080078,17627.730469,17352.830078,17373.029297,17373.029297,1997138800
2023-09-29,17484.949219,17935.150391,17482.390625,17809.660156,17809.660156,1839910300
2023-10-03,17546.390625,17546.390625,17212.869141,17331.220703,17331.220703,2102884000
2023-10-04,17266.820313,17266.820313,17094.000000,17195.839844,17195.839844,1294655000
2023-10-05,17249.970703,17336.429688,17197.609375,17213.869141,17213.869141,1088259900
2023-10-06,17370.029297,17603.800781,17370.029297,17485.980469,17485.980469,1141210000
2023-10-09,17500.369141,17633.189453,17447.759766,17517.400391,17517.400391,1221298000
2023-10-10,17726.630859,17916.619141,17638.009766,17664.730469,17664.730469,1596847200
2023-10-11,17956.830078,18022.449219,17889.710938,17893.099609,17893.099609,2029133700
2023-10-12,18258.259766,18290.910156,18175.349609,18238.210938,18238.210938,3861574900
2023-10-13,17946.769531,18013.669922,17776.949219,17813.449219,17813.449219,2139651200
2023-10-16,17803.310547,17858.179688,17601.500000,17640.359375,17640.359375,1904582500
2023-10-17,17806.230469,17815.710938,17671.990234,17773.339844,17773.339844,1730954900
2023-10-18,17728.250000,17831.179688,17625.890625,17732.519531,17732.519531,1937541200
2023-10-19,17540.460938,17540.460938,17292.359375,17295.890625,17295.890625,2272465500
2023-10-20,17127.259766,17309.740234,17118.070313,17172.130859,17172.130859,1989910700
2023-10-24,17053.150391,17139.529297,16879.660156,16991.529297,16991.529297,2116174000
2023-10-25,17465.429688,17465.820313,17001.429688,17085.330078,17085.330078,2499934100
2023-10-26,17085.119141,17174.080078,16917.220703,17044.609375,17044.609375,1967215900
2023-10-27,17160.230469,17497.720703,17078.240234,17398.730469,17398.730469,2452090300
2023-10-30,17225.650391,17406.359375,17225.650391,17406.359375,17406.359375,2665231300
2023-10-31,17337.699219,17337.699219,17042.099609,17112.480469,17112.480469,2112803500
2023-11-01,17139.400391,17188.849609,16979.259766,17101.779297,17101.779297,1529284000
2023-11-02,17282.390625,17459.429688,17176.009766,17230.589844,17230.589844,1802714600
2023-11-03,17405.910156,17729.429688,17352.599609,17664.119141,17664.119141,1998722400
2023-11-06,17913.539063,18037.939453,17899.349609,17966.589844,17966.589844,2764092100
2023-11-07,17850.589844,17890.630859,17658.910156,17670.160156,17670.160156,1971243300
2023-11-08,17650.509766,17753.589844,17537.199219,17568.460938,17568.460938,2140777800
2023-11-09,17553.259766,17617.269531,17457.000000,17511.289063,17511.289063,1643795500
2023-11-10,17350.869141,17350.869141,17177.529297,17203.259766,17203.259766,1674484500
2023-11-13,17263.000000,17456.080078,17126.609375,17426.210938,17426.210938,1440269500
2023-11-14,17495.099609,17565.220703,17358.890625,17396.859375,17396.859375,1449318000
2023-11-15,17836.650391,18102.279297,17766.220703,18079.000000,18079.000000,2908679700
2023-11-16,18174.689453,18174.689453,17722.859375,17832.820313,17832.820313,1880199400
2023-11-17,17584.320313,17631.039063,17413.460938,17454.189453,17454.189453,1945034800
2023-11-20,17625.839844,17788.900391,17532.730469,17778.070313,17778.070313,1964565600
2023-11-21,17932.539063,18057.619141,17689.009766,17733.890625,17733.890625,2090432200
2023-11-22,17736.400391,17796.859375,17650.490234,17734.599609,17734.599609,1235837700
2023-11-23,17680.050781,17927.359375,17577.310547,17910.839844,17910.839844,1671974300
2023-11-24,17771.750000,17771.750000,17545.609375,17559.419922,17559.419922,1298211800
2023-11-27,17677.519531,17677.519531,17358.240234,17525.060547,17525.060547,1502728300
2023-11-28,17541.480469,17541.480469,17303.820313,17354.140625,17354.140625,1785765500
2023-11-29,17359.080078,17359.080078,16881.980469,16993.439453,16993.439453,2810136500
2023-11-30,16985.179688,17068.259766,16863.050781,17042.880859,17042.880859,3013993300
2023-12-01,17019.169922,17038.980469,16830.300781,16830.300781,16830.300781,2434410800
2023-12-04,16919.080078,16941.910156,16617.029297,16646.050781,16646.050781,2476132300
2023-12-05,16606.539063,16606.539063,16228.519531,16327.860352,16327.860352,2682379700
2023-12-06,16311.959961,16600.359375,16234.839844,16463.259766,16463.259766,1986768900
2023-12-07,16376.440430,16376.440430,16157.980469,16345.889648,16345.889648,1947345700
2023-12-08,16373.440430,16464.140625,16249.150391,16334.370117,16334.370117,1877235700
2023-12-11,16149.059570,16276.879883,15972.309570,16201.490234,16201.490234,2532290600
2023-12-12,16236.059570,16420.970703,16157.679688,16374.500000,16374.500000,1980791700
2023-12-13,16311.709961,16326.950195,16145.250000,16228.750000,16228.750000,1863333100
2023-12-14,16419.740234,16577.750000,16319.219727,16402.189453,16402.189453,2341652000
2023-12-15,16610.699219,16964.330078,16610.699219,16792.189453,16792.189453,3900268500
2023-12-18,16669.820313,16713.410156,16572.880859,16629.230469,16629.230469,1566620000
2023-12-19,16551.439453,16579.550781,16408.019531,16505.000000,16505.000000,1521452800
2023-12-20,16647.949219,16741.050781,16549.490234,16613.810547,16613.810547,1647320700
2023-12-21,16455.140625,16649.570313,16444.730469,16621.130859,16621.130859,1404417200
2023-12-22,16743.060547,16857.839844,16271.500000,16340.410156,16340.410156,2197553900
2023-12-27,16561.779297,16673.570313,16439.259766,16624.839844,16624.839844,2228051300
2023-12-28,16678.230469,17086.099609,16644.429688,17043.529297,17043.529297,2301329400
2023-12-29,17066.519531,17095.119141,16950.900391,17047.390625,17047.390625,1570053000
2024-01-02,17135.119141,17135.119141,16725.279297,16788.550781,16788.550781,1720670000
2024-01-03,16624.919922,16657.509766,16564.800781,16646.410156,16646.410156,1577461700
2024-01-04,16673.400391,16673.400391,16516.330078,16645.980469,16645.980469,1789349300
2024-01-05,16573.119141,16745.730469,16455.570313,16535.330078,16535.330078,1936599800
2024-01-08,16581.859375,16592.060547,16144.559570,16224.450195,16224.450195,2227172000
2024-01-09,16256.099609,16414.789063,16190.019531,16190.019531,16190.019531,1937380500
2024-01-10,16143.969727,16247.299805,16036.419922,16097.280273,16097.280273,1788113700
2024-01-11,16154.169922,16459.919922,16106.830078,16302.040039,16302.040039,1970866100
2024-01-12,16216.969727,16393.740234,16185.910156,16244.580078,16244.580078,1534599800
2024-01-15,16258.280273,16334.709961,16104.500000,16216.330078,16216.330078,1368415400
2024-01-16,16030.250000,16197.040039,15834.410156,15865.919922,15865.919922,2139164100
2024-01-17,15764.379883,15764.379883,15194.940430,15276.900391,15276.900391,3952310100
2024-01-18,15301.190430,15463.690430,15183.959961,15391.790039,15391.790039,2815987000
2024-01-19,15404.690430,15540.750000,15207.990234,15308.690430,15308.690430,2242257300
2024-01-22,15349.049805,15362.910156,14794.160156,14961.179688,14961.179688,2812384600
2024-01-23,15038.330078,15516.799805,14994.370117,15353.980469,15353.980469,2804009700
2024-01-24,15602.450195,15975.110352,15412.099609,15899.870117,15899.870117,3597683500
2024-01-25,15989.940430,16254.929688,15828.929688,16211.959961,16211.959961,4096404800
2024-01-26,16158.719727,16240.959961,15888.040039,15952.230469,15952.230469,3314021500
2024-01-29,16046.250000,16258.450195,16012.589844,16077.240234,16077.240234,2923198800
2024-01-30,15896.660156,15896.660156,15654.969727,15703.450195,15703.450195,2565524400
2024-01-31,15652.049805,15744.040039,15411.660156,15485.070313,15485.070313,2594937800
2024-02-01,15522.860352,15805.059570,15434.820313,15566.209961,15566.209961,2454568100
2024-02-02,15756.120117,15912.610352,15435.849609,15533.559570,15533.559570,2475955200
2024-02-05,15336.860352,15669.769531,15336.860352,15510.009766,15510.009766,2313277300
2024-02-06,15541.230469,16154.049805,15541.230469,16136.870117,16136.870117,3314171100
2024-02-07,16282.389648,16408.150391,16035.429688,16081.889648,16081.889648,2809645100
2024-02-08,15988.620117,16093.519531,15821.860352,15878.070313,15878.070313,1940615100
2024-02-09,15709.299805,15754.009766,15531.030273,15746.580078,15746.580078,745466400
2024-02-14,15579.410156,15911.049805,15456.320313,15879.379883,15879.379883,1403032800
2024-02-15,15824.209961,16029.019531,15751.360352,15944.629883,15944.629883,1056900200
2024-02-16,16007.540039,16394.160156,15937.280273,16339.959961,16339.959961,1742961100
2024-02-19,16334.469727,16334.469727,16137.980469,16155.610352,16155.610352,2185820800
2024-02-20,16222.089844,16274.559570,16055.080078,16247.509766,16247.509766,2205924400
2024-02-21,16182.929688,16756.009766,16138.809570,16503.099609,16503.099609,3844263000
2024-02-22,16489.839844,16742.949219,16424.789063,16742.949219,16742.949219,2739673200
2024-02-23,16654.679688,16895.820313,16654.679688,16725.859375,16725.859375,2903143800
2024-02-26,16684.960938,16777.410156,16590.710938,16634.740234,16634.740234,2253549700
2024-02-27,16645.630859,16828.669922,16453.500000,16790.800781,16790.800781,2423909600
2024-02-28,16833.609375,16844.330078,16517.839844,16536.849609,16536.849609,2587721800
2024-02-29,16429.570313,16695.359375,16429.570313,16511.439453,16511.439453,3380825500
2024-03-01,16390.890625,16651.669922,16321.120117,16589.439453,16589.439453,2880658500
2024-03-04,16629.550781,16645.960938,16473.650391,16595.970703,16595.970703,2519017900
2024-03-05,16343.950195,16450.369141,16095.679688,16162.639648,16162.639648,2697889500
2024-03-06,16167.450195,16545.050781,16145.219727,16438.089844,16438.089844,2488701100
2024-03-07,16417.769531,16512.410156,16136.120117,16229.780273,16229.780273,2535414300
2024-03-08,16275.389648,16489.730469,16275.389648,16353.389648,16353.389648,2596313300
2024-03-11,16416.169922,16625.640625,16416.169922,16587.570313,16587.570313,2494031000
2024-03-12,16701.949219,17154.869141,16613.449219,17093.500000,17093.500000,4001753000
2024-03-13,17059.109375,17214.669922,17050.869141,17082.109375,17082.109375,2801014000
2024-03-14,17120.539063,17209.820313,16878.109375,16961.660156,16961.660156,2699096400
2024-03-15,16758.359375,16821.130859,16550.419922,16720.890625,16720.890625,3776694200
2024-03-18,16690.259766,16801.640625,16641.580078,16737.119141,16737.119141,2241776800
2024-03-19,16628.070313,16682.539063,16492.089844,16529.480469,16529.480469,2433582900
2024-03-20,16559.009766,16654.080078,16430.119141,16543.070313,16543.070313,2291672600
2024-03-21,16762.830078,16973.519531,16762.830078,16863.099609,16863.099609,3220967100
2024-03-22,16745.269531,16747.199219,16341.610352,16499.470703,16499.470703,3110411500
2024-03-25,16531.949219,16612.640625,16441.300781,16473.640625,16473.640625,2624506500
2024-03-26,16548.500000,16728.900391,16452.550781,16618.320313,16618.320313,2745765700
2024-03-27,16530.439453,16612.000000,16354.809570,16392.839844,16392.839844,2769889600
2024-03-28,16378.400391,16725.609375,16345.900391,16541.419922,16541.419922,3203421300
2024-04-02,16811.740234,17007.339844,16811.740234,16931.519531,16931.519531,3983141300
2024-04-03,16926.849609,16926.849609,16689.189453,16725.099609,16725.099609,2667363200
2024-04-05,16787.929688,16839.550781,16480.359375,16723.919922,16723.919922,1804396100
2024-04-08,16650.830078,16895.060547,16580.529297,16732.849609,16732.849609,2636773000
2024-04-09,16819.179688,17006.849609,16805.990234,16828.070313,16828.070313,2120056900
2024-04-10,16926.019531,17190.500000,16918.359375,17139.169922,17139.169922,2549074700
2024-04-11,16856.189453,17141.359375,16856.189453,17095.029297,17095.029297,2480545300
2024-04-12,16978.699219,17031.310547,16721.689453,16721.689453,16721.689453,2840321200
2024-04-15,16487.359375,16647.089844,16465.400391,16600.460938,16600.460938,2561790600
2024-04-16,16367.690430,16449.240234,16208.639648,16248.969727,16248.969727,3092911600
2024-04-17,16225.540039,16316.690430,16155.830078,16251.839844,16251.839844,2450526000
2024-04-18,16253.240234,16507.599609,16206.549805,16385.869141,16385.869141,3228014900
2024-04-19,16246.339844,16254.900391,16044.450195,16224.139648,16224.139648,3393743300
2024-04-22,16410.830078,16637.820313,16410.830078,16511.689453,16511.689453,2915063300
2024-04-23,16679.390625,16846.130859,16599.210938,16828.929688,16828.929688,2993655900
2024-04-24,16993.169922,17217.859375,16934.650391,17201.269531,17201.269531,3314752700
2024-04-25,17144.119141,17438.830078,17109.570313,17284.539063,17284.539063,3147284200
2024-04-26,17336.199219,17758.240234,17336.199219,17651.150391,17651.150391,3850968700
2024-04-29,17737.929688,18031.160156,17679.189453,17746.910156,17746.910156,4850882200
2024-04-30,17843.439453,17902.019531,17686.939453,17763.029297,17763.029297,3679962400
2024-05-02,17760.679688,18217.820313,17740.619141,18207.130859,18207.130859,2424963300
2024-05-03,18543.300781,18604.169922,18362.220703,18475.919922,18475.919922,2476085800
2024-05-06,18488.550781,18590.169922,18389.539063,18578.300781,18578.300781,3438627300
2024-05-07,18577.550781,18638.810547,18411.019531,18479.369141,18479.369141,2494399700
2024-05-08,18510.539063,18606.560547,18298.359375,18313.859375,18313.859375,2911676300
2024-05-09,18306.250000,18560.759766,18278.109375,18537.810547,18537.810547,2904974500
2024-05-10,18669.429688,18993.279297,18657.509766,18963.679688,18963.679688,6506899800
2024-05-13,18904.580078,19123.480469,18827.599609,19115.060547,19115.060547,3760625900
2024-05-14,19203.820313,19301.130859,19072.640625,19073.710938,19073.710938,3455242600
2024-05-16,19262.789063,19442.900391,19114.380859,19376.529297,19376.529297,5813458500
2024-05-17,19525.119141,19602.240234,19342.960938,19553.609375,19553.609375,4376057600
2024-05-20,19621.429688,19706.119141,19574.560547,19636.220703,19636.220703,3501238100
2024-05-21,19473.669922,19487.359375,19175.800781,19220.619141,19220.619141,3517186600
2024-05-22,19225.259766,19359.679688,19149.410156,19195.599609,19195.599609,2837605100
2024-05-23,19024.410156,19024.410156,18776.210938,18868.710938,18868.710938,3166005900
2024-05-24,18742.279297,18867.910156,18532.410156,18608.939453,18608.939453,3549017600
2024-05-27,18606.019531,18871.130859,18504.529297,18827.349609,18827.349609,2906070700
2024-05-28,18814.009766,19000.519531,18776.099609,18821.160156,18821.160156,2432705400
2024-05-29,18659.410156,18694.550781,18425.089844,18477.009766,18477.009766,3215579000
2024-05-30,18423.779297,18537.919922,18163.210938,18230.189453,18230.189453,3492796500
2024-05-31,18409.619141,18551.179688,18077.390625,18079.609375,18079.609375,5337054200
2024-06-03,18283.560547,18573.810547,18283.560547,18403.039063,18403.039063,3140936400
2024-06-04,18335.449219,18541.029297,18335.449219,18444.109375,18444.109375,2971467000
2024-06-05,18489.779297,18724.619141,18375.269531,18424.960938,18424.960938,3250805000
2024-06-06,18577.580078,18700.679688,18383.800781,18476.800781,18476.800781,2797746800
2024-06-07,18562.480469,18575.689453,18302.330078,18366.949219,18366.949219,3310059200
2024-06-11,18163.119141,18267.689453,17994.099609,18176.339844,18176.339844,3528461800
2024-06-12,18032.400391,18063.720703,17848.759766,17937.839844,17937.839844,3139463400
2024-06-13,18104.130859,18173.529297,17971.570313,18112.630859,18112.630859,2331253000
2024-06-14,18028.070313,18109.890625,17927.160156,17941.779297,17941.779297,2621288300
2024-06-17,17848.869141,18122.800781,17752.960938,17936.119141,17936.119141,2118421200
2024-06-18,17961.890625,18043.480469,17854.789063,17915.550781,17915.550781,2550030800
2024-06-19,18056.220703,18448.660156,18039.009766,18430.390625,18430.390625,3513293400
2024-06-20,18453.630859,18520.369141,18274.199219,18335.320313,18335.320313,2682897600
2024-06-21,18199.140625,18240.130859,17968.369141,18028.519531,18028.519531,3426213700
2024-06-24,17906.359375,18032.669922,17789.570313,18027.710938,18027.710938,2716259500
2024-06-25,18088.019531,18231.460938,17959.070313,18072.900391,18072.900391,2333709800
2024-06-26,17934.630859,18156.349609,17934.630859,18089.929688,18089.929688,2308525600
2024-06-27,17946.000000,17961.919922,17677.330078,17716.470703,17716.470703,2806087800
2024-06-28,17583.189453,17865.470703,17583.189453,17718.609375,17718.609375,2826596300
2024-07-02,17669.419922,17986.140625,17669.419922,17769.140625,17769.140625,3374290200
2024-07-03,17841.769531,18017.759766,17808.269531,17978.570313,17978.570313,3089691800
2024-07-04,18079.720703,18133.300781,17942.080078,18028.279297,18028.279297,2994630800
2024-07-05,18035.769531,18105.009766,17799.609375,17799.609375,17799.609375,2886550200
